4417,Barbecue†,,0
4418,Skin Trade†, bangkok thailand detective human trafficking revenge sex slavery,1
4419,Nightcrawler†, employer employee relationship ethics journalism sociopath tv news,1
4420,That Awkward Moment†, dating divorce father daughter relationship mother daughter relationship party,1
4421,Aloft†,,0
4422,Swelter†, police officer killed police officer shot in the chest police officer shot in the forehead police officer shot in the head police shootout,1
4423,Far from Men†, algerian war based on short story hostage teacher title at the end,1
4424,Devil's Due†, eiffel tower at night honeymoon implied insemination party taxi driver,1
4425,Beyond the Lights†, domestic abuse public humiliation sex symbol singer suicide attempt,1
4426,Z Storm†,,0
4427,Alpha and Omega 4: The Legend of the Saw Toothed Cave†, blindness cave spirit wolf wolf cub,1
4428,Annabelle†, horror movie prequel murder paranormal activity self sacrifice suicide,1
4429,Wish I Was Here†, actor dream sequence genius recluse jew religion,1
4430,Song One†, musician number in title recording sibling,1
4431,Animals†, drug addict drug addiction drug use drugs junkie,1
4432,Miss Julie†, kissing someones boot midsummer telling someone to shut up two word title valet,1
4433,Ouija†, death of girlfriend funeral ghost ouija spirit,1
4434,Paranormal Activity: The Marked Ones†, apartment blood demonic possession neighbor pentagram,1
4435,As Above, So Below†, archeologist catacomb found footage paris france philosophers stone,1
4436,Addicted†, adultery attraction lust obsession temptation,1
4437,Still Alice†, alzheimers disease bechdel test passed linguistics professor new york city reference to angels in america the play,1
4438,Kill the Messenger†, based on true story cia cocaine journalist smear campaign,1
4439,Atlas Shrugged: Who Is John Galt?†, box office flop critically bashed economy individual versus society rescue,1
4440,Rudderless†, demo tape directed by cast member grieving father guitar guitar player,1
4441,Henry & Me†, bare butt baseball children new york yankees surrealism,1
4442,Dying of the Light†, cia individualism mental illness religion revenge,1
4443,Born of War†, fight mina murder revenge terrorist,1
4444,Let's Kill Ward's Wife†, apology death group of friends sex toilet,1
4445,Moms' Night Out†, blogger pastor reference to the shawshank redemption taser tasered,1
4446,Fugly†,,0
4447,Falcon Rising†,,0
4448,Boyhood†, 12 year time span coming of age domestic abuse growing up separated parents,1
4449,A Haunted House 2†, bare breasts parody sexual innuendo slip and fall squirting orgasm,1
4450,Futuro Beach†, gay male frontal nudity male nudity male rear nudity nudity,1
4451,The Perfect Wave†, boyfriend girlfriend relationship friend praying surfing wave,1
4452,Desert Dancer†, dance dancer dancing desert iran,1
4453,In the Name of the King: The Last Job†, castle dragon kidnapping satire sword and sorcery,1
4454,Wicked Blood†, chess drugs love meth pawn,1
4455,Dawn Patrol†, desert held at gunpoint marine revenge sex on table,1
4456,Lords of London†, gang leader italian woman period piece purgatory suicide,1
4457,Whiplash†, conservatory drummer emotional abuse music school obsession,1
4458,The Opposite Sex†, bare breasts,1
4459,Coming Home†, amnesia cultural revolution husband wife relationship memory political prisoner,1
4460,Tusk†, canada human becoming an animal mad scientist part of trilogy walrus,1
4461,They Came Together†, halloween party new york city racism romcom spoof,1
4462,Something Wicked†, eugene oregon independent film obsession,1
4463,Amnesiac†, child in peril electroshock therapy memory memory loss teenage girl,1
4464,The Calling†, bouquet house fire praying serial killer tied to a chair,1
4465,8 Days†,,0
4466,Always Woodstock†, claim in title contraction in title new york new york city woodstock,1
4467,It Follows†, ambiguous ending being followed sex scene supernatural supernatural being,1
4468,The Last Five Years†, based on play number in title,1
4469,Out of the Dark†, haunted house,1
4470,Unsullied†,,0
4471,Housebound†, bloody violence exploding head haunted house plot twist slapstick,1
4472,Closer to the Moon†,,0
4473,Mutant World†,,0
4474,Girl House†, college student disfigured face house suicide website,1
4475,The Blue Room†, male pubic hair manipulative personality murder of wife neglected wife pubic hair,1
4476,House at the End of the Drive†, ghost story manson family paranormal real life event reference to sharon tate,1
4477,Queen of the Mountains†, 19th century central asia mother son relationship ruler russian empire,1
4478,Da Sweet Blood of Jesus†, horror movie remake remake undead undead sex undead sexuality,1
4479,The Algerian†, algeria algerian los angeles california muslim,1
4480,The Sleepwalker†, female nudity male nudity male rear nudity nudity,1
4481,Unfriended†, blender computer screen secret skype webcam,1
4482,The Skeleton Twins†, adultery brother sister relationship estrangement siblings suicide attempt,1
4483,Obvious Child†, abortion divorced parents one night stand pregnancy pregnant,1
4484,I Origins†, buddhism evolution eye reincarnation stuck in elevator,1
4485,A Lego Brickumentary†, artist denmark lego toy toy company,1
4486,Hits†, courtroom independent film internet small town youtube,1
4487,Hidden Away†, best friend deportation moroccan unrequited love xenophobia,1
4488,Doc Holliday's Revenge†, 1880s cowboy low budget film shoot out wild west,1
4489,Bang Bang Baby†,,0
4490,A Fine Step†,,0
4491,Ask Me Anything†, bare breasts female protagonist,1
4492,Food Chains†, two word title,1
4493,Not Cool†,,0
4494,Destiny†, first person shooter,1
4495,The Sisterhood of Night†, accused of witchcraft based on short story,1
4496,The Hadza: Last of the First†, east africa hunter gatherer indigenous rift valley swahili,1
4497,Light from the Darkroom†, china faith panama photography suspense,1
4498,Good Kill†, cigarette butt drone funeral procession nellis air force base taliban,1
4499,The Outrageous Sophie Tucker†,,0
4500,The Sound and the Shadow†,,0
4501,Born to Fly: Elizabeth Streb vs. Gravity†, three word title,1
4502,Rise of the Entrepreneur: The Search for a Better Way†, business entrepreneur network marketing,1
4503,Love in the Time of Monsters†, bigfoot love monster sasquatch tourist,1
4504,Locker 13†, digit in title latino life or death philosophy supernatural,1
4505,Amidst the Devil's Wings†,,0
4506,Horse Camp†,,0
4507,Give Me Shelter†, independent film,1
4508,Solitude†,,0
4509,H.†,,0
4510,Butterfly Girl†,,0
4511,Perfect Cowboy†, country singer father son relationship music group,1
4512,Top Spin†,,0
4513,An American in Hollywood†, place name in title,1
4514,Dude, Where's My Dog?!†,,0
4515,The Past is a Grotesque Animal†, artist band male rear nudity sexuality stage,1
4516,Happy Christmas†, chicago illinois drink drinking filmmaker writer,1
4517,Tiger Orange†, coming out father son relationship gay gay brother toilet sex,1
4518,The Signal†, computer hacker girlfriend in a coma nosebleed prosthetic leg road trip,1
4519,The Image Revolution†, comic book comic book history comics spawn walking dead,1
4520,Dawn of the Crescent Moon†,,0
4521,Stories of Our Lives†,,0
4522,Spectre†, bomb espionage sequel spy terrorist,1
4523,Avengers: Age of Ultron†, artificial intelligence based on comic book captain america marvel cinematic universe superhero,1
4524,Jurassic World†, dinosaur disaster film experiment gone wrong jurassic park velociraptor,1
4525,Furious 7†, car falling off a cliff hospital revenge star died before release terrorist,1
4526,The Good Dinosaur†, apatosaurus asteroid dinosaur fear river,1
4527,Jupiter Ascending†, box office flop critically bashed planet earth space opera woman in bra and panties,1
4528,Inside Out†, anger joy memory running away sadness,1
4529,The Lovers†, 1770s british india great barrier reef india ring,1
4530,Tomorrowland†, boy genius futuristic city inventor teenage girl time travel,1
4531,The Hunger Games: Mockingjay - Part 2†, death of sister dystopia execution rebellion revolution,1
4532,Terminator Genisys†, alternate timeline cyborg future robot time machine,1
4533,Mad Max: Fury Road†, australia desert escape on the run post apocalypse,1
4534,Mission: Impossible - Rogue Nation†, capture computer hacker mission rogue agent spy,1
4535,Pan†, 1940s child hero fantasy world orphan reference to peter pan,1
4536,The Revenant†, bear attack cauterizing a wound native american revenge survival,1
4537,Ant-Man†, ant chinatown san francisco heist sabotage vault,1
4538,Home†, alien friendship alien invasion australia flying car mother daughter relationship,1
4539,Fantastic Four†, box office flop critically bashed portal teleportation troubled production,1
4540,San Andreas†, disaster movie earthquake journey natural disaster san andreas fault,1
4541,Insurgent†, action heroine falling from height mind control trainhopping truth serum,1
4542,The Martian†, astronaut international cooperation left for dead nasa space habitat,1
4543,Point Break†, athlete extreme sports fbi fbi agent heist,1
4544,In the Heart of the Sea†, emaciation ship starvation vomiting whale,1
4545,The Peanuts Movie†, dog girl imagination peanuts red hair,1
4546,Cinderella†, dress duke fairy godmother fairy tale pumpkin,1
4547,Alvin and the Chipmunks: The Road Chip†, chipmunk highway travel on the road plane road movie,1
4548,Pixels†, alien arcade game chase driving in reverse video gamer,1
4549,Hotel Transylvania 2†, california dracula hotel transylvania vampire,1
4550,Evolution†, boy giving birth nurse sea ultrasonography,1
4551,The Last Witch Hunter†, box office flop burned to death magic witch witch hunter,1
4552,Top Cat Begins†,,0
4553,The Little Prince†, aviator based on book girl little girl the little prince,1
4554,The Man from U.N.C.L.E.†, box office flop cia agent criminal organization kgb agent nuclear bomb,1
4555,Minions†, antarctica minion queen super villain villain,1
4556,The SpongeBob Movie: Sponge Out of Water†, book magic pirate plankton time machine,1
4557,Blackhat†, chinese computer cybercrime hacker one word title,1
4558,Ted 2†, baby f word fight lawyer marriage,1
4559,Focus†, con artist con man deception rivalry seduction,1
4560,Everest†, blizzard mount everest mountain mountain climbing snow,1
4561,Dragon Blade†, child fugitive final battle martial art silk road sword,1
4562,The Hateful Eight†, blizzard blood vomiting bounty hunter murder shot in the crotch,1
4563,The Scorch Trials†, desert disease escape resistance virus,1
4564,Joy†, based on real person female inventor mop sales pitch woman holding a shotgun,1
4565,Mortdecai†, art dealer fake painting macguffin moustache stolen painting,1
4566,Goosebumps†, based on book blob ferris wheel manuscript monster,1
4567,The Ridiculous 6†, apache bank robbery baseball half brothers white raised as indian,1
4568,Black Mass†, based on true story boston massachusetts fbi agent gangster true crime,1
4569,Daddy's Home†, biological father dad drinking product placement wilhelm scream,1
4570,Run All Night†, death drug dealer limousine limousine driver one night,1
4571,Chappie†, artificial intelligence consciousness future mind uploading robot,1
4572,Child 44†, child murderer murder sex soviet union woman slaps a man,1
4573,Victor Frankenstein†, assistant experiment frankenstein medical student scientist,1
4574,Animal Kingdom: Let's go Ape†, ape computer animation evolution first person title reference to louis de funes,1
4575,Fifty Shades of Grey†, female frontal nudity female nudity perversion sex scene spanking,1
4576,Get Hard†, camera focus on female butt gay bar millionaire singing in a car two word title,1
4577,The Intern†, reference to ben affleck reference to brad pitt reference to george clooney reference to jack nicholson website,1
4578,Bridge of Spies†, cia cold war lawyer negotiation spy,1
4579,The Gunman†, assassination blood vomiting death hit squad mercenary,1
4580,Baahubali: The Beginning†, ancient india dual role good versus evil hindu kingdom,1
4581,Paul Blart: Mall Cop 2†, character name in title no opening credits sequel wilhelm scream,1
4582,Creed†, boxing boxing match fight montage philadelphia,1
4583,Aloha†, box office flop critically bashed hawaii one word title written by director,1
4584,Ip Man 3†, 1950s cancer hong kong martial arts school wing chun,1
4585,Trainwreck†, actress playing herself actress shares first name with character fired from a job male nudity written by star,1
4586,Heist†, bus die hard scenario,1
4587,Concussion†, chronic traumatic encephalopathy concussion football football player pathologist,1
4588,Hot Pursuit†, danger drug cartel female cop female police officer fugitive,1
4589,The Walk†, 1970s based on true story new york city skyscraper tightrope walker,1
4590,Unfinished Business†, business trip company glory hole male frontal nudity male nudity,1
4591,The Longest Ride†, 1940s art collector bull riding north carolina student,1
4592,Vacation†, amusement park dysfunctional family road trip sequel vacation,1
4593,Sicario†, critically acclaimed drug cartel juarez mexico us mexico border war on drugs,1
4594,Southpaw†, boxer boxing training death of wife male in shower rage,1
4595,The Age of Adaline†, hit by a pickup truck immortality paramedic resuscitation san francisco california,1
4596,Wild Card†, bodyguard criminal gambling mob boss thug,1
4597,A Warrior's Tail†, battle creature hyena monkey village,1
4598,Pitch Perfect 2†, 2010s a cappella box office hit second part sequel,1
4599,Straight Outta Compton†, concert gangsta rap hip hop nwa rap music,1
4600,The Big Short†, bank banking finance fraud mortgage,1
4601,Our Brand Is Crisis†, bolivia box office flop inspired by documentary presidential campaign year 2002,1
4602,Accidental Love†, health insurance long delayed release nail in the head waitress washington dc,1
4603,Self/less†, cancer elderly man funeral medical transhumanism,1
4604,Legend†, 1960s based on a true story gangster identical twins murder,1
4605,The 33†, disaster movie mine minister president trapped in a mine,1
4606,Forsaken†,,0
4607,The Transporter Refueled†, airfield car car stunt driver private jet,1
4608,Max†, afghanistan death of marine dog dog adoption man dog relationship,1
4609,Spotlight†, cover up investigation journalist newspaper sexual abuse,1
4610,Secret in Their Eyes†, digging a grave grave digging investigator police secret,1
4611,Burnt†, chef gay kiss michelin star restaurant violent behavior,1
4612,Little Boy†,,0
4613,Courage†, coach football football movie football team high school sweethearts,1
4614,By the Sea†, cheating wife cigarette smoking male in shower male nudity male rear nudity,1
4615,Regression†, inspired by true events memory minnesota police year 1990,1
4616,Survivor†, cigarette lighter death fire on the run terrorist,1
4617,Love the Coopers†, christmas family dinner husband wife conflict husband wife kiss large family,1
4618,Steve Jobs†, apple computer box office flop computer dialogue driven father daughter relationship,1
4619,McFarland, USA†, coach high school place name in title school student,1
4620,Krampus†, christmas german holiday krampus santa claus,1
4621,The Assassin†, black magic china love refusal to kill wuxia,1
4622,Chiamatemi Francesco - Il Papa della gente†,,0
4623,Magic Mike XXL†, male bonding male friendship male objectification muscular stripper,1
4624,Broken Horses†,,0
4625,Hot Tub Time Machine 2†, acid trip gameshow hot tub time lord time machine,1
4626,Ex Machina†, artificial intelligence robot robot human relationship turing test video surveillance,1
4627,Room†, based on novel escape imprisonment kidnapping mother son relationship,1
4628,The Vatican Tapes†, evil injury possession priest vatican,1
4629,Paper Towns†, based on novel female neighbor friendship travel trip,1
4630,Project Almanac†, found footage teenager time machine time travel video footage,1
4631,10 Days in a Madhouse†,,0
4632,Dancin' It's On†,,0
4633,A Tale of Three Cities†,,0
4634,Brooklyn†, 1950s immigrant irish irish accent torn between two worlds,1
4635,Woman in Gold†, art jewish justice nazi theft,1
4636,Insidious: Chapter 3†, demon possession psychic supernatural teenager,1
4637,Sinister 2†, deputy farmhouse nightmare private investigator rural,1
4638,The Second Best Exotic Marigold Hotel†, sequel,1
4639,The Gift†, compulsive liar fired from a job gift rape substance abuse,1
4640,Danny Collins†, entertainer inspiration lost opportunity pregnant mother rock star,1
4641,Strangerland†, australian desert mother daughter relationship mother son relationship promiscuity,1
4642,Re-Kill†, after dark after dark horrorfest fictional tv news show outbreak,1
4643,Into the Grizzly Maze†, bear breasts female nudity grizzly wilderness,1
4644,The DUFF†, cartoon on tv generation y high school overalls strong female character,1
4645,Anomalisa†, full frontal male nudity hotel room multiple characters voiced by same person one night stand sex in hotel room,1
4646,Pound of Flesh†, fighting hand to hand combat jujitsu kickboxing organ,1
4647,Dope†, african american geek hip hop party tomboy,1
4648,Freeheld†, cancer gay bar lesbian kiss partner public hearing,1
4649,Criminal Activities†, african american gangster falling to death in over ones head murder surveillance,1
4650,Goddess of Love†, female nudity hallucination sex scene strip club stripper,1
4651,The Lazarus Effect†, electrocuted experiment hell serum university,1
4652,No Escape†, asia fictional country hotel rebellion revolution,1
4653,90 Minutes in Heaven†, heaven hospital praying pronounced dead recovery,1
4654,Green Room†, murder neo nazi punk band skinhead suspense,1
4655,The Visit†, farm handheld camera impostor rap rock paper scissors,1
4656,Area 51†, alien alien abduction conspiracy secret base ufo,1
4657,Christmas Eve†,,0
4658,Running Forever†,,0
4659,Navy Seals vs. Zombies†, building infection navy seal shot through the head zombie,1
4660,R.L. Stine's Monsterville: The Cabinet of Souls†, cabinet carnival halloween soul temptress,1
4661,Maggie†, father daughter relationship playing against type post apocalypse protective father zombie apocalypse,1
4662,The Boy Next Door†, adultery argument older woman younger man relationship oral sex sex scene,1
4663,Zipper†, escort f word no opening credits one word title prosecutor,1
4664,Chain of Command†, army michael jai white ohio steve austin,1
4665,The Witch†, black magic goat isolation naked woman witch,1
4666,Time to Choose†,,0
4667,Slow West†, american west bounty hunter frontier horse riding outlaw,1
4668,Demonic†, death detective house missing supernatural,1
4669,AWOL-72†, police officer police officer taken hostage,1
4670,Close Range†, corrupt sheriff drug cartel flash drive niece sheriff,1
4671,Unnatural†, alaska climate change global polar bear scientific,1
4672,Sardaar Ji†,,0
4673,Stung†, catering monster one word title party wasp,1
4674,The Rise of the Krays†,,0
4675,Do You Believe?†, belief faith pastor question in title three word title,1
4676,Eden†, flare gun island plane crash soccer team stranded,1
4677,Mi America†,,0
4678,Sharkskin†,,0
4679,Containment†, hazmat suit,1
4680,The Timber†,,0
4681,We Are Your Friends†, box office flop critically bashed male objectification narcissism wannabe dj,1
4682,Captive†, auto theft based on true story drug addict kidnapping violence,1
4683,The Diary of a Teenage Girl†, 1970s mothers boyfriend overalls phone booth sexual promiscuity,1
4684,Stonewall†, box office flop critically bashed gay rights new york city stonewall riots,1
4685,Circle†, alien abduction debate lesbian pregnant spaceship,1
4686,To Be Frank, Sinatra at 100†,,0
4687,The Walking Deceased†, zombie zombie spoof,1
4688,The Curse of Downers Grove†,,0
4689,Shark Lake†, blood daughter jail police shark,1
4690,The Marine 4: Moving Target†, killed in police car mercenary police officer shot in the leg police officer shot through the heart whistleblower,1
4691,Abandoned†, boat one word title sea storm survivor,1
4692,Brotherly Love†, basketball burglary police robbery teenage girl,1
4693,Vaalu†,,0
4694,Road Hard†, girl in panties panties red panties stand up comedy,1
4695,Me You and Five Bucks†,,0
4696,Growing Up Smith†, adolescence girl next door growing vegetables high standards sent away,1
4697,Checkmate†,,0
4698,#Horror†, bullying cyberbullying girl internet throat slitting,1
4699,Wind Walkers†, after dark horrorfest,1
4700,The Second Mother†, brazil exam housekeeper northeast region of brazil portuguese language,1
4701,The Wicked Within†, after dark horrorfest,1
4702,Bleeding Hearts†, bare breasts bra and panties nudity syringe,1
4703,Departure†, france gay language male masturbation masturbation,1
4704,Creative Control†, art exhibition augmented reality cocaine nervous breakdown speculative fiction,1
4705,Karachi se Lahore†, pakistan road trip,1
4706,Fear Clinic†, bare breasts based on web series claustrophobia doctor phobia,1
4707,The Horror Network Vol. 1†, anthology,1
4708,American Hero†, father son relationship female nudity mother daughter relationship reconciliation superhero,1
4709,Windsor Drive†,,0
4710,Adulterers†, cheating husband female nudity male nudity male rear nudity revenge,1
4711,Walter†, based on short film based on short story,1
4712,They Will Have to Kill Us First†,,0
4713,Julija in alfa Romeo†,,0
4714,America Is Still the Place†,,0
4715,Subconscious†, military submarine suspense time travel world war two,1
4716,Diamond Ruff†, prison prisoner reverend terminal illness two word title,1
4717,Censored Voices†,,0
4718,Rotor DR1†, drone playing with gun post apocalypse road trip working class family,1
4719,The Looking Glass†,,0
4720,Bizarre†, full frontal nudity group shower male full frontal nudity male nudity shower,1
4721,Teeth and Blood†, blood teeth,1
4722,Western Religion†, arizona gambling gunfighter poker game year 1879,1
4723,Shooting the Warwicks†, family relationships husband wife relationship nudity reality reality spoof,1
4724,The World Is Mine†,,0
4725,Heroes of Dirt†, bike bmx drugs troubled teen youth,1
4726,Antarctic Edge: 70∞ South†,,0
4727,Romantic Schemer†,,0
4728,The Gallows†, breaking and entering gallows hanging high school stage,1
4729,Queen Crab†,,0
4730,Counting†, city city symphony diary essay surveillance,1
4731,Dutch Kills†,,0
4732,Exeter†, asylum demon party secret teenager,1
4733,The Labyrinth, f rated,1
4734,ToY, prostitute lesbian sex female rear nudity fingering art female masturbation lesbian kiss photographer lesbian interest,1
4735,Happy, male full frontal nudity male pubic hair pubic hair beach female nudity female frontal nudity skinny dipping male rear nudity male nudity male frontal nudity,1
4736,Batman v Superman: Dawn of Justice†, based on comic book batman sequel to a reboot superhero superman,1
4737,Captain America: Civil War†, based on comic book knife marvel cinematic universe returning character killed off superhero,1
4738,Star Trek Beyond†, hatred sequel space opera star trek third part,1
4739,The Legend of Tarzan†, africa capture jungle male objectification tarzan,1
4740,X-Men: Apocalypse†, mutant superhero superhero team x men year 1983,1
4741,Suicide Squad†, based on comic book critically bashed father daughter relationship reference to superman super villain,1
4742,The Jungle Book†, fire jungle remake tiger wolf,1
4743,Independence Day: Resurgence†, alien battle defense independence day mothership,1
4744,Godzilla Resurgence†, blood godzilla monster sequel,1
4745,Alice Through the Looking Glass†, clock dark fantasy mad hatter queen sequel,1
4746,Warcraft†, based on video game fictional language fictional war orc sword and sorcery,1
4747,Ghostbusters†, ghost ghostbuster ghostbusters male objectification reboot,1
4748,Kung Fu Panda 3†, china kung fu panda pig village,1
4749,Gods of Egypt†, ancient egypt egypt egyptian egyptian god egyptian goddess,1
4750,The BFG†, cannibal evil brother giant london england queen,1
4751,Jason Bourne†, black ops chase cia cia agent repeated scene,1
4752,The Huntsman: Winter's War†, based on fairy tale dark fantasy fairy tale second part sequel,1
4753,Teenage Mutant Ninja Turtles: Out of the Shadows†, based on comic book brother brother relationship rat sequel turtle,1
4754,Allegiant†, based on young adult novel dystopia genetic experimentation strong female character strong female lead,1
4755,Ben-Hur†,,0
4756,Now You See Me 2†, card trick london england magician rain machine rooftop,1
4757,The Secret Life of Pets†, animal control lost animal mongrel pet terrier,1
4758,The Angry Birds Movie†, butt downward duck fish kingfisher pig,1
4759,The Finest Hours†, 1950s coast guard oil tanker sinking ship survival,1
4760,London Has Fallen†, british funeral good versus evil mole sequel,1
4761,Xi you ji zhi: Sun Wukong san da Baigu Jing†, buddhism demon journey to the west monk monkey king,1
4762,Deadpool†, based on comic book breaking the fourth wall mercenary mutant self healing,1
4763,Central Intelligence†, accountant blooper espionage facebook high school reunion,1
4764,13 Hours†, based on true story cia agent libya mercenary us ambassador,1
4765,Free State of Jones†, american civil war civil war us civil war,1
4766,Zoolander 2†, chosen one fashion fashion model model retired,1
4767,The Infiltrator†,,0
4768,The Conjuring 2†, based on supposedly true story house paranormal investigating psychic second part,1
4769,Ride Along 2†, computer hacker crime boss detective drugs wedding,1
4770,The 5th Wave†, alien attack based on novel based on young adult novel fear,1
4771,How to Be Single†, motor scooter new york city newborn baby scooter single,1
4772,Neighbors 2: Sorority Rising†, bare chested male gay gay best friend gay man gay marriage proposal,1
4773,Criminal†, cia husband wife relationship memory tied up while barefoot violence,1
4774,Sausage Party†, bread coarse language f word sausage tricked into lesbian sex,1
4775,The Boss†, business girl scouts orphanage overweight woman quitting a job,1
4776,Florence Foster Jenkins†, heiress opera singer platonic marriage singer singing,1
4777,Pride and Prejudice and Zombies†, based on novel damsel in distress deception england zombie,1
4778,Money Monster†, death hostage money shot in the chest shot in the heart,1
4779,Eddie the Eagle†, 1988 winter olympics coach ski jumper winter winter olympics,1
4780,Jane Got a Gun†, brothel death of husband ex lover haunted by the past redemption,1
4781,Our Kind of Traitor†, based on novel male frontal nudity male nudity male rear nudity,1
4782,Hail, Caesar!†, 50s film within a film hollywood illegitimate pregnancy twins,1
4783,Me Before You†, accident caretaker economic hardship quadriplegic wheelchair,1
4784,Bad Moms†, lesbian kiss mom pta reference to mad max scene during end credits,1
4785,Risen†, biblical crucifixion judea resurrection roman soldier,1
4786,Nerve†, dare game knocked out motorcycle online game,1
4787,Triple 9†, betrayal corrupt cop heist murder of a police officer police detective,1
4788,Hands of Stone†, boxer boxing three word title,1
4789,Fight Valley†,,0
4790,Indignation†, based on novel,1
4791,My Big Fat Greek Wedding 2†, family restaurant greek remarriage suburb wedding,1
4792,Midnight Special†, cult father son relationship gas station on the run supernatural ability,1
4793,Restoration†,,0
4794,I Am Wrath†, conspiracy female scientist mugging police detective tattoo,1
4795,The Young Messiah†, based on novel,1
4796,Keanu†, car chase gangsta gun fight hitman kitten,1
4797,Miracles from Heaven†, child cancer christian film christianity falling into a hole inspiring,1
4798,The Shallows†, beach island mexico prey trapped,1
4799,Operation Chromite†,,0
4800,Dirty Grandpa†, female removes her clothes fondling voyeur voyeurism white panties,1
4801,Misconduct†, black panties lust sexual attraction voyeur voyeurism,1
4802,The Purge: Election Year†, cathedral minister presidential election reference to george washington ritual sacrifice,1
4803,The Boy†, animate doll doll england nanny surprise ending,1
4804,Pete's Dragon†,,0
4805,The Forest†, forest japan suicide suicide forest supernatural,1
4806,The Wailing†, policeman stranger supernatural village vomiting,1
4807,Kicks†,,0
4808,Mr. Church†,,0
4809,Code of Honor†, gun mayor nightclub police vigilantism,1
4810,The Neon Demon†, beauty cannibalism fashion lesbian model,1
4811,Two Lovers and a Bear†,,0
4812,10 Cloverfield Lane†, alien bunker car crash kidnapping minimal cast,1
4813,Lights Out†, based on short film reference to avenged sevenfold reference to slayer switching lights on and off two word title,1
4814,Race†, 1930s athlete nazi germany olympics track and field,1
4815,Fifty Shades of Black†, color in title parody reference to cuba gooding jr reference to netflix written by star,1
4816,The Perfect Match†,,0
4817,Yoga Hosers†, part of trilogy second part,1
4818,Airlift†, 1990s businessman evacuation historical fiction kuwait,1
4819,The Veil†, documentary crew mass suicide survivor tied feet tied up while barefoot,1
4820,The Masked Saint†,,0
4821,Compadres†,,0
4822,Antibirth†,,0
4823,A Beginner's Guide to Snuff†,,0
4824,Cabin Fever†, female rear nudity flesh eating virus horror movie remake remake topless female nudity,1
4825,Kickboxer: Vengeance†,,0
4826,The Dog Lover†,,0
4827,God's Not Dead 2†, alternate universe christian christian film christianity manipulation,1
4828,Irreplaceable†, doctor hospital mayor no opening credits title at the end,1
4829,Fight to the Finish†, fighting karate,1
4830,Alleluia! The Devil's Carnival†, carnival devil redemption reference to god,1
4831,Rodeo Girl†,,0
4832,The Little Ponderosa Zoo†,,0
4833,The Birth of a Nation†,,0
4834,The 24 Hour War, ferrari racing le mans auto racing,1
4835,Message from the King,,0
4836,True Crimes,,0
4837,Cyborg X,,0
4838,Happy Birthday, killing an animal homophobic slur cock fight best friend prank,1
4839,FML,,0
4840,The Architect, dream home married couple architect,1
4841,Spaghettiman,,0
4842,Punk's Dead: SLC Punk 2, love drugs concert road trip salt lake city utah beer mace smashing a windshield pink hair death metal philosophy bare chested male crying man blood on face bowling,1
4843,Vengeance: A Love Story,,0
4844,Kidnap, female protagonist one word title kidnapping kidnapper kidnapped boy,1
4845,First They Killed My Father: A Daughter of Cambodia Remembers, khmer rouge f rated,1
4846,Burn Your Maps,,0
4847,The Disaster Artist, making a movie filmmaking based on a true story directed by star based on book,1
4848,One of Us,,0
4849,American Wrestler: The Wizard,,0
4850,The Birth of a Nation, ku klux klan civil war reconstruction era propaganda racist assassination american civil war epic assassination of president lincoln assassination battle 1860s prejudice us civil war racial discrimination,1
4851,Intolerance: Love's Struggle Throughout the Ages, intolerance huguenot medicis wedding protestant mill marriage judea reformer massacre epic multiple storyline saved from hanging naivety babylon babylonia,1
4852,The Kid, baby boy orphan 1920s 1910s lifting a male into the air title appears in text lifting someone into the air social worker suicide attempt directed by star dream sequence rich poor class differences abandoned baby,1
4853,The Phantom of the Opera, opera singer catacombs underground opera house mask masked ball secret door kidnapping phantom rescue opera singer secret police understudy costume horror,1
4854,The Jazz Singer, blackface cantor jazz singer singer tradition saloon argument train station jew tradition versus modernity manhattan new york city early sound ethnic identity painted face face paint,1
4855,London After Midnight, partially lost film reconstructed film lost film inspector night butler maid vampire performer tomb tenant scotland yard pallor urban legend wreath,1
4856,Chasing Rainbows, troupe joy ensemble dancing broadway show manhattan new york city song train touring company star stage manager singer show business performer musician,1
4857,All Quiet on the Western Front, soldier german army trench warfare death 1910s tragic hero death of protagonist cannon fodder teenage boy friend claim in title steel helmet corpse imperial germany world war one,1
4858,Little Caesar, police shootout homosexual killer assassination attempt violence rise and fall criminal syndicate underworld organized crime,1
4859,Dracula, dracula count vampire blood abbey servant undead scientist castle transylvania multiple language version costume horror housefly first part satin dress,1
4860,City Lights, tramp little tramp operation blind girl flower millionaire benefactor flower girl blindness boxing friendship protective male 1930s afi actor director writer,1
4861,The Public Enemy, gang war prohibition rise and fall street shootout cold blooded killer corporal punishment corpse world war one reconciliation public enemy male bonding destiny chicago illinois pleading mother son relationship,1
4862,Frankenstein, frankenstein monster experiment surname as title brain body part fire villager gothic horror universal monsters one word title science runs amok thunderstorm lightning revives dead torch,1
4863,Dr. Jekyll and Mr. Hyde, experiment scientist drug potion father daughter relationship fiance fiancee relationship beer costume horror gothic horror reference to bach soho london champagne music hall undressing waltz,1
4864,Freaks, siamese twins bearded woman human deformity freak circus disability sword swallower stuttering clown bigotry hermaphrodite microcephalics legless person limbless man midget,1
4865,Scarface, police mob murder gangster mobster prohibition organized crime bootlegging firearm mowing down automatic weapon street shootout betrayal drive by shooting assassination,1
